Feature,Coefficient
Hours_Studied,2.309530214544766
Attendance,2.238143055010763
Study_Efficiency,0.7544994778473433
Previous_Scores,0.6737366189580871
Tutoring_Sessions,0.6022829292314658
Parental_Involvement,-0.4229319966541473
Access_to_Resources,-0.3792075766963262
Motivation_Level,-0.15058430255017188
